,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
0,2014-03-01,1274.80322992,837.8621128140185,1655.3695254129516,1274.80322992,1274.80322992,-0.015020505054564426,-0.015020505054564426,-0.015020505054564426,-0.015020505054564426,-0.015020505054564426,-0.015020505054564426,0.0,0.0,0.0,1255.6550415614115
1,2014-04-01,1283.543888068279,901.4931710860286,1763.7569160121443,1283.543888068279,1283.543888068279,0.03746510284060903,0.03746510284060903,0.03746510284060903,0.03746510284060903,0.03746510284060903,0.03746510284060903,0.0,0.0,0.0,1331.6319918351924
2,2014-05-01,1292.0025895020976,882.0181954737967,1726.6660593438987,1292.0025895020976,1292.0025895020976,0.025936128419510984,0.025936128419510984,0.025936128419510984,0.025936128419510984,0.025936128419510984,0.025936128419510984,0.0,0.0,0.0,1325.5121345817647
3,2014-06-01,1300.743247650377,717.7417312727888,1529.682371118513,1300.743247650377,1300.743247650377,-0.10204010498882554,-0.10204010498882554,-0.10204010498882554,-0.10204010498882554,-0.10204010498882554,-0.10204010498882554,0.0,0.0,0.0,1168.0152700966266
4,2014-07-01,1309.2019490874443,834.2125020408066,1646.3447989601316,1309.2019490874443,1309.2019490874443,-0.05668549171044024,-0.05668549171044024,-0.05668549171044024,-0.05668549171044024,-0.05668549171044024,-0.05668549171044024,0.0,0.0,0.0,1234.9891928551558
5,2014-08-01,1317.9426072390806,787.2833046951107,1646.2697648061826,1317.9426072390806,1317.9426072390806,-0.07473792724699801,-0.07473792724699801,-0.07473792724699801,-0.07473792724699801,-0.07473792724699801,-0.07473792724699801,0.0,0.0,0.0,1219.4423085435274
6,2014-09-01,1326.683265390717,857.5351172008988,1707.3918645227154,1326.683265390717,1326.683265390717,-0.028850655895772737,-0.028850655895772737,-0.028850655895772737,-0.028850655895772737,-0.028850655895772737,-0.028850655895772737,0.0,0.0,0.0,1288.4075830182492
7,2014-10-01,1335.1419668318858,859.8848269259212,1714.7658922072164,1335.1419668318858,1335.1419668318858,-0.04410783404244656,-0.04410783404244656,-0.04410783404244656,-0.04410783404244656,-0.04410783404244656,-0.04410783404244656,0.0,0.0,0.0,1276.2517465357594
8,2014-11-01,1343.8826249877598,765.8384253100428,1587.384425683991,1343.8826249877598,1343.8826249877598,-0.10408085952723362,-0.10408085952723362,-0.10408085952723362,-0.10408085952723362,-0.10408085952723362,-0.10408085952723362,0.0,0.0,0.0,1204.0101662753189
9,2014-12-01,1352.3413264253888,879.8296225038837,1710.94038422519,1352.3413264253888,1352.3413264253888,-0.0445250794533662,-0.0445250794533662,-0.0445250794533662,-0.0445250794533662,-0.0445250794533662,-0.0445250794533662,0.0,0.0,0.0,1292.1282214182277
10,2015-01-01,1361.0819845776052,870.4250644445858,1724.4712372439326,1361.0819845776052,1361.0819845776052,-0.036498598459876685,-0.036498598459876685,-0.036498598459876685,-0.036498598459876685,-0.036498598459876685,-0.036498598459876685,0.0,0.0,0.0,1311.404399751535
11,2015-02-01,1369.822642729822,1169.607071476136,2059.223899684417,1369.822642729822,1369.822642729822,0.18329165157953042,0.18329165157953042,0.18329165157953042,0.18329165157953042,0.18329165157953042,0.18329165157953042,0.0,0.0,0.0,1620.8996972868083
12,2015-03-01,1377.7174307385178,837.1989829262271,1680.2298518913792,1377.7174307385178,1377.7174307385178,-0.08869392490749473,-0.08869392490749473,-0.08869392490749473,-0.08869392490749473,-0.08869392490749473,-0.08869392490749473,0.0,0.0,0.0,1255.5222643928491
13,2015-04-01,1386.4580888910023,1333.7369368970994,2147.9538838648436,1386.4580888910023,1386.4580888910023,0.2595981755101676,0.2595981755101676,0.2595981755101676,0.2595981755101676,0.2595981755101676,0.2595981755101676,0.0,0.0,0.0,1746.3800791884205
14,2015-05-01,1394.9167903288908,899.278450459265,1714.4468665255022,1394.9167903288908,1394.9167903288908,-0.06081086155933235,-0.06081086155933235,-0.06081086155933235,-0.06081086155933235,-0.06081086155933235,-0.06081086155933235,0.0,0.0,0.0,1310.0906985054123
15,2015-06-01,1403.657448485239,766.038235933747,1623.9194544205839,1403.657448485239,1403.657448485239,-0.15409447006417076,-0.15409447006417076,-0.15409447006417076,-0.15409447006417076,-0.15409447006417076,-0.15409447006417076,0.0,0.0,0.0,1187.36159780928
16,2015-07-01,1412.1161499268665,909.6618218265893,1713.699299341497,1412.1161499268665,1412.1161499268665,-0.08146955617637452,-0.08146955617637452,-0.08146955617637452,-0.08146955617637452,-0.08146955617637452,-0.08146955617637452,0.0,0.0,0.0,1297.071673922834
17,2015-08-01,1420.8568080832147,905.5381820392433,1734.3985817763878,1420.8568080832147,1420.8568080832147,-0.06516183387521723,-0.06516183387521723,-0.06516183387521723,-0.06516183387521723,-0.06516183387521723,-0.06516183387521723,0.0,0.0,0.0,1328.2711727944247
18,2015-09-01,1429.597466240024,1051.203790122321,1894.3750425055407,1429.597466240024,1429.597466240024,0.020767454223506343,0.020767454223506343,0.020767454223506343,0.020767454223506343,0.020767454223506343,0.020767454223506343,0.0,0.0,0.0,1459.2865661782043
19,2015-10-01,1438.0561676820976,991.6055087932941,1806.8803981892797,1438.0561676820976,1438.0561676820976,-0.04259030146135517,-0.04259030146135517,-0.04259030146135517,-0.04259030146135517,-0.04259030146135517,-0.04259030146135517,0.0,0.0,0.0,1376.8089219821559
20,2015-11-01,1446.796825838907,857.2006994424632,1725.8021284645017,1446.796825838907,1446.796825838907,-0.1112290402106007,-0.1112290402106007,-0.1112290402106007,-0.1112290402106007,-0.1112290402106007,-0.1112290402106007,0.0,0.0,0.0,1285.8710035211018
21,2015-12-01,1455.255527279433,962.459754932135,1814.4144018755899,1455.255527279433,1455.255527279433,-0.034041169382902414,-0.034041169382902414,-0.034041169382902414,-0.034041169382902414,-0.034041169382902414,-0.034041169382902414,0.0,0.0,0.0,1405.7169273799088
22,2016-01-01,1463.9961854346432,940.890392486678,1790.6680253269258,1463.9961854346432,1463.9961854346432,-0.058887443554081265,-0.058887443554081265,-0.058887443554081265,-0.058887443554081265,-0.058887443554081265,-0.058887443554081265,0.0,0.0,0.0,1377.7851927014704
23,2016-02-01,1472.7368435889216,1291.3661553310906,2127.699986498794,1472.7368435889216,1472.7368435889216,0.16294626059153017,0.16294626059153017,0.16294626059153017,0.16294626059153017,0.16294626059153017,0.16294626059153017,0.0,0.0,0.0,1712.7138050871097
24,2016-03-01,1480.9135883138918,1268.5625651011605,2089.4526317488835,1480.9135883138918,1480.9135883138918,0.1419136216985286,0.1419136216985286,0.1419136216985286,0.1419136216985286,0.1419136216985286,0.1419136216985286,0.0,0.0,0.0,1691.07539905408
25,2016-04-01,1489.6542464681702,470.8866160006404,1301.1285373966105,1489.6542464681702,1489.6542464681702,-0.4068529483615655,-0.4068529483615655,-0.4068529483615655,-0.4068529483615655,-0.4068529483615655,-0.4068529483615655,0.0,0.0,0.0,883.584024253269
26,2016-05-01,1498.1129479070037,1376.0397842596774,2222.5482356866396,1498.1129479070037,1498.1129479070037,0.18835565853148273,0.18835565853148273,0.18835565853148273,0.18835565853148273,0.18835565853148273,0.18835565853148273,0.0,0.0,0.0,1780.2909987645683
27,2016-06-01,1506.853606060465,1094.437210304489,1922.535508225196,1506.853606060465,1506.853606060465,0.0017359758139868786,0.0017359758139868786,0.0017359758139868786,0.0017359758139868786,0.0017359758139868786,0.0017359758139868786,0.0,0.0,0.0,1509.469467475805
28,2016-07-01,1515.3123074992984,1108.3554985445123,1925.6333814307443,1515.3123074992984,1515.3123074992984,-0.003334270166756914,-0.003334270166756914,-0.003334270166756914,-0.003334270166756914,-0.003334270166756914,-0.003334270166756914,0.0,0.0,0.0,1510.2598468790839
29,2016-08-01,1524.0529656543279,983.7852623883001,1808.8495148629056,1524.0529656543279,1524.0529656543279,-0.08930042047262332,-0.08930042047262332,-0.08930042047262332,-0.08930042047262332,-0.08930042047262332,-0.08930042047262332,0.0,0.0,0.0,1387.9543949988479
30,2016-09-01,1532.7936238093573,939.6121795110018,1784.8026819522831,1532.7936238093573,1532.7936238093573,-0.1273146175545108,-0.1273146175545108,-0.1273146175545108,-0.1273146175545108,-0.1273146175545108,-0.1273146175545108,0.0,0.0,0.0,1337.6465898040763
31,2016-10-01,1541.2523252497087,1054.0265612488372,1881.7146361734988,1541.2523252497087,1541.2523252497087,-0.04956629488268799,-0.04956629488268799,-0.04956629488268799,-0.04956629488268799,-0.04956629488268799,-0.04956629488268799,0.0,0.0,0.0,1464.858158007753
32,2016-11-01,1549.9929834026516,984.0849246407397,1828.120957092326,1549.9929834026516,1549.9929834026516,-0.09076412451248139,-0.09076412451248139,-0.09076412451248139,-0.09076412451248139,-0.09076412451248139,-0.09076412451248139,0.0,0.0,0.0,1409.3092272636209
33,2016-12-01,1558.451684840983,1064.7571495120442,1875.2167020168731,1558.451684840983,1558.451684840983,-0.06710120868140473,-0.06710120868140473,-0.06710120868140473,-0.06710120868140473,-0.06710120868140473,-0.06710120868140473,0.0,0.0,0.0,1453.8776931165814
34,2017-01-01,1567.1923429939259,1136.0136586088777,2005.381093368155,1567.1923429939259,1567.1923429939259,0.0065650267530396045,0.0065650267530396045,0.0065650267530396045,0.0065650267530396045,0.0065650267530396045,0.0065650267530396045,0.0,0.0,0.0,1577.4810026528396
35,2017-02-01,1575.9330011512286,1475.0681663808962,2337.650472105657,1575.9330011512286,1575.9330011512286,0.22325097291028412,0.22325097291028412,0.22325097291028412,0.22325097291028412,0.22325097291028412,0.22325097291028412,0.0,0.0,0.0,1927.7615768996643
36,2017-03-01,1583.8277891642765,1263.2698973843999,2099.3213988162233,1583.8277891642765,1583.8277891642765,0.061858978238194195,0.061858978238194195,0.061858978238194195,0.061858978238194195,0.061858978238194195,0.061858978238194195,0.0,0.0,0.0,1681.8017579072366
37,2017-04-01,1592.5684473184465,903.9691478133617,1723.7604157934434,1592.5684473184465,1592.5684473184465,-0.18475943234793332,-0.18475943234793332,-0.18475943234793332,-0.18475943234793332,-0.18475943234793332,-0.18475943234793332,0.0,0.0,0.0,1298.3264050166608
38,2017-05-01,1601.0271487579657,1374.9594851418015,2180.4521445495216,1601.0271487579657,1601.0271487579657,0.1090101436622628,0.1090101436622628,0.1090101436622628,0.1090101436622628,0.1090101436622628,0.1090101436622628,0.0,0.0,0.0,1775.5553482512546
39,2017-06-01,1609.767806912136,1057.2535350454712,1944.5556508355744,1609.767806912136,1609.767806912136,-0.05006611459083754,-0.05006611459083754,-0.05006611459083754,-0.05006611459083754,-0.05006611459083754,-0.05006611459083754,0.0,0.0,0.0,1529.1729874266316
40,2017-07-01,1618.2265083531731,1132.3473301260233,1970.0210334338542,1618.2265083531731,1618.2265083531731,-0.030624902652620634,-0.030624902652620634,-0.030624902652620634,-0.030624902652620634,-0.030624902652620634,-0.030624902652620634,0.0,0.0,0.0,1568.668479064967
41,2017-08-01,1626.9671665089118,1072.2213908422443,1927.9969620848624,1626.9671665089118,1626.9671665089118,-0.0827889346770655,-0.0827889346770655,-0.0827889346770655,-0.0827889346770655,-0.0827889346770655,-0.0827889346770655,0.0,0.0,0.0,1492.2722880390752
42,2017-09-01,1635.7078246646502,1064.6795679867143,1910.813535731074,1635.7078246646502,1635.7078246646502,-0.0782324947369456,-0.0782324947369456,-0.0782324947369456,-0.0782324947369456,-0.0782324947369456,-0.0782324947369456,0.0,0.0,0.0,1507.742320880392
43,2017-10-01,1644.1665261054363,1146.301357181369,1979.9482142576296,1644.1665261054363,1644.1665261054363,-0.046438976568490886,-0.046438976568490886,-0.046438976568490886,-0.046438976568490886,-0.046438976568490886,-0.046438976568490886,0.0,0.0,0.0,1567.8131153249287
44,2017-11-01,1652.9071842609155,1080.3709762068333,1925.5824906636453,1652.9071842609155,1652.9071842609155,-0.09725861286958526,-0.09725861286958526,-0.09725861286958526,-0.09725861286958526,-0.09725861286958526,-0.09725861286958526,0.0,0.0,0.0,1492.1477243175268
45,2017-12-01,1661.365885701702,1149.656801949298,1981.6500715438183,1661.365885701702,1661.365885701702,-0.05554590443664248,-0.05554590443664248,-0.05554590443664248,-0.05554590443664248,-0.05554590443664248,-0.05554590443664248,0.0,0.0,0.0,1569.0838149802173
46,2018-01-01,1670.1065438570256,1216.7221291336894,2038.6117891725225,1670.1065438570256,1670.1065438570256,-0.014670253899783159,-0.014670253899783159,-0.014670253899783159,-0.014670253899783159,-0.014670253899783159,-0.014670253899783159,0.0,0.0,0.0,1645.6056568189538
47,2018-02-01,1678.8472020123495,1612.0629523668927,2443.0596169917453,1678.8472020123495,1678.8472020123495,0.20341074396731987,0.20341074396731987,0.20341074396731987,0.20341074396731987,0.20341074396731987,0.20341074396731987,0.0,0.0,0.0,2020.342760381135
48,2018-03-01,1686.7419900236096,1255.8017284812465,2079.836186695463,1686.7419900236096,1686.7419900236096,-0.015020505054687883,-0.015020505054687883,-0.015020505054687883,-0.015020505054687883,-0.015020505054687883,-0.015020505054687883,0.0,0.0,0.0,1661.4062734365057
49,2018-04-01,1695.48264817402,1349.1072427496824,2182.5310769961916,1695.48264817402,1695.48264817402,0.03746510284096266,0.03746510284096266,0.03746510284096266,0.03746510284096266,0.03746510284096266,0.03746510284096266,0.0,0.0,0.0,1759.0040799529274
50,2018-05-01,1703.9413496099012,1302.3072617699402,2150.8928012593597,1703.9413496099012,1703.9413496099012,0.02593612841900539,0.02593612841900539,0.02593612841900539,0.02593612841900539,0.02593612841900539,0.02593612841900539,0.0,0.0,0.0,1748.134991271837
51,2018-06-01,1712.6820077581747,1100.4904133681462,1949.2227297287807,1712.6820077581747,1712.6820077581747,-0.10204010498937388,-0.10204010498937388,-0.10204010498937388,-0.10204010498937388,-0.10204010498937388,-0.10204010498937388,0.0,0.0,0.0,1537.919755873119
52,2018-07-01,1721.1407091919878,1218.4474729821466,2047.1809610431626,1721.1407091919878,1721.1407091919878,-0.05668549171019688,-0.05668549171019688,-0.05668549171019688,-0.05668549171019688,-0.05668549171019688,-0.05668549171019688,0.0,0.0,0.0,1623.577001789003
53,2018-08-01,1729.8813673402615,1191.4019386132236,2013.5656205185078,1729.8813673402615,1729.8813673402615,-0.07473792724711015,-0.07473792724711015,-0.07473792724711015,-0.07473792724711015,-0.07473792724711015,-0.07473792724711015,0.0,0.0,0.0,1600.5936195618535
54,2018-09-01,1738.6220254847674,1251.2804529314312,2100.934030451031,1738.6220254847674,1738.6220254847674,-0.028850655895401034,-0.028850655895401034,-0.028850655895401034,-0.028850655895401034,-0.028850655895401034,-0.028850655895401034,0.0,0.0,0.0,1688.461639695341
55,2018-10-01,1747.0807269149343,1259.7658471720374,2075.789720273919,1747.0807269149343,1747.0807269149343,-0.0441078340424475,-0.0441078340424475,-0.0441078340424475,-0.0441078340424475,-0.0441078340424475,-0.0441078340424475,0.0,0.0,0.0,1670.020780153412
56,2018-11-01,1755.8213850594404,1134.3967264078608,1992.5703767304933,1755.8213850594404,1755.8213850594404,-0.10408085952757734,-0.10408085952757734,-0.10408085952757734,-0.10408085952757734,-0.10408085952757734,-0.10408085952757734,0.0,0.0,0.0,1573.0739861255527
57,2018-12-01,1764.280086487879,1272.6641455081976,2114.2394388015855,1764.280086487879,1764.280086487879,-0.044525079453210936,-0.044525079453210936,-0.044525079453210936,-0.044525079453210936,-0.044525079453210936,-0.044525079453210936,0.0,0.0,0.0,1685.7253754592884
58,2019-01-01,1773.020744630599,1305.5310542801096,2160.408750116865,1773.020744630599,1773.020744630599,-0.03649859845981407,-0.03649859845981407,-0.03649859845981407,-0.03649859845981407,-0.03649859845981407,-0.03649859845981407,0.0,0.0,0.0,1708.3079724114061
59,2019-02-01,1781.7614027733189,1661.2054848796458,2527.749221730564,1781.7614027733189,1781.7614027733189,0.18329165158015392,0.18329165158015392,0.18329165158015392,0.18329165158015392,0.18329165158015392,0.18329165158015392,0.0,0.0,0.0,2108.3433930094125
60,2019-03-01,1789.656190775303,1214.0406827400031,2047.221714771361,1789.656190775303,1789.656190775303,-0.0886939249065759,-0.0886939249065759,-0.0886939249065759,-0.0886939249065759,-0.0886939249065759,-0.0886939249065759,0.0,0.0,0.0,1630.9245589820896
