,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
0,2002-01-01,359.23142110000003,-1928.1775250207802,2558.1788130814266,359.23142110000003,359.23142110000003,0.04379879660003277,0.04379879660003277,0.04379879660003277,0.04379879660003277,0.04379879660003277,0.04379879660003277,0.0,0.0,0.0,374.9653250450997
1,2002-02-01,376.28819649195344,-1403.9881931650757,3011.050971535585,376.28819649195344,376.28819649195344,1.1515469230192026,1.1515469230192026,1.1515469230192026,1.1515469230192026,1.1515469230192026,1.1515469230192026,0.0,0.0,0.0,809.6017113307075
2,2002-03-01,391.6943162008145,-1882.9671775568952,2784.8021335898216,391.6943162008145,391.6943162008145,0.29802919574841874,0.29802919574841874,0.29802919574841874,0.29802919574841874,0.29802919574841874,0.29802919574841874,0.0,0.0,0.0,508.43065823737004
3,2002-04-01,408.7510915927679,-2053.231921234709,2378.161056187338,408.7510915927679,408.7510915927679,-0.6683121010139844,-0.6683121010139844,-0.6683121010139844,-0.6683121010139844,-0.6683121010139844,-0.6683121010139844,0.0,0.0,0.0,135.5777907786456
4,2002-05-01,425.2576484236905,-2440.060018146812,2395.2039585797597,425.2576484236905,425.2576484236905,-1.1137186541118773,-1.1137186541118773,-1.1137186541118773,-1.1137186541118773,-1.1137186541118773,-1.1137186541118773,0.0,0.0,0.0,-48.35972742952399
5,2002-06-01,442.3144238156439,-2129.773031107704,2562.3279674253067,442.3144238156439,442.3144238156439,-0.27840015733138823,-0.27840015733138823,-0.27840015733138823,-0.27840015733138823,-0.27840015733138823,-0.27840015733138823,0.0,0.0,0.0,319.1740186354263
6,2002-07-01,458.82098064656657,-1983.7104906518744,2777.6519694953413,458.82098064656657,458.82098064656657,-0.15264743659579022,-0.15264743659579022,-0.15264743659579022,-0.15264743659579022,-0.15264743659579022,-0.15264743659579022,0.0,0.0,0.0,388.7831340945015
7,2002-08-01,475.8777560385199,-1824.2571267314602,2748.9807105214622,475.8777560385199,475.8777560385199,0.0648504756631885,0.0648504756631885,0.0648504756631885,0.0648504756631885,0.0648504756631885,0.0648504756631885,0.0,0.0,0.0,506.7386548751487
8,2002-09-01,492.9345299897214,-1500.2707406413679,3374.0734315659406,492.9345299897214,492.9345299897214,0.9923645189959401,0.9923645189959401,0.9923645189959401,0.9923645189959401,0.9923645189959401,0.9923645189959401,0.0,0.0,0.0,982.1052677394612
9,2002-10-01,509.441085426368,-1887.4081793629703,2668.204984231351,509.441085426368,509.441085426368,-0.1706627939814637,-0.1706627939814637,-0.1706627939814637,-0.1706627939814637,-0.1706627939814637,-0.1706627939814637,0.0,0.0,0.0,422.4984464185545
10,2002-11-01,526.4978593775695,-1833.1620610084565,2681.241807602425,526.4978593775695,526.4978593775695,-0.16388910586818226,-0.16388910586818226,-0.16388910586818226,-0.16388910586818226,-0.16388910586818226,-0.16388910586818226,0.0,0.0,0.0,440.2105959626677
11,2002-12-01,543.004414814216,-1748.6910016720446,2636.562455412723,543.004414814216,543.004414814216,-0.09052181554491254,-0.09052181554491254,-0.09052181554491254,-0.09052181554491254,-0.09052181554491254,-0.09052181554491254,0.0,0.0,0.0,493.8506693363304
12,2003-01-01,560.0611887654176,-1622.7983515299563,2825.350378851025,560.0611887654176,560.0611887654176,0.057661456809605084,0.057661456809605084,0.057661456809605084,0.057661456809605084,0.057661456809605084,0.057661456809605084,0.0,0.0,0.0,592.3551328121507
13,2003-02-01,577.1179627166191,-1024.0268555352964,3707.1374826773995,577.1179627166191,577.1179627166191,1.1592343121116706,1.1592343121116706,1.1592343121116706,1.1592343121116706,1.1592343121116706,1.1592343121116706,0.0,0.0,0.0,1246.1329072337078
14,2003-03-01,592.5240811241559,-1500.7196942049363,2899.8635653787323,592.5240811241559,592.5240811241559,0.28920746912545153,0.28920746912545153,0.28920746912545153,0.28920746912545153,0.28920746912545153,0.28920746912545153,0.0,0.0,0.0,763.8864710219568
15,2003-04-01,609.5808550753574,-2230.196862269999,2483.391443211354,609.5808550753574,609.5808550753574,-0.6773400034588549,-0.6773400034588549,-0.6773400034588549,-0.6773400034588549,-0.6773400034588549,-0.6773400034588549,0.0,0.0,0.0,196.68735659016306
16,2003-05-01,626.0874153643596,-2347.024147316682,2284.730229777886,626.0874153643596,626.0874153643596,-1.110755715015971,-1.110755715015971,-1.110755715015971,-1.110755715015971,-1.110755715015971,-1.110755715015971,0.0,0.0,0.0,-69.34275935118089
17,2003-06-01,643.1441943296618,-1754.1400864394857,2644.140221728492,643.1441943296618,643.1441943296618,-0.2699356324031069,-0.2699356324031069,-0.2699356324031069,-0.2699356324031069,-0.2699356324031069,-0.2699356324031069,0.0,0.0,0.0,469.5366595068978
