,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,pib,pib_lower,pib_upper,reformaisr,reformaisr_lower,reformaisr_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
48,2014-01-01,-337836.3250278178,238938.14023674006,301730.7047233399,-337836.3250278178,-337836.3250278178,607362.014788181,607362.014788181,607362.014788181,-4957.99776481905,-4957.99776481905,-4957.99776481905,4844.11940935115,4844.11940935115,4844.11940935115,-9802.1171741702,-9802.1171741702,-9802.1171741702,612320.012553,612320.012553,612320.012553,0.0,0.0,0.0,269525.68976036325
49,2014-04-01,-336661.3866685331,181882.70606311318,245621.9898561685,-336661.3866685331,-336661.3866685331,549193.1353068467,549193.1353068467,549193.1353068467,2127.3781199219166,2127.3781199219166,2127.3781199219166,11929.495294092116,11929.495294092116,11929.495294092116,-9802.1171741702,-9802.1171741702,-9802.1171741702,547065.7571869248,547065.7571869248,547065.7571869248,0.0,0.0,0.0,212531.7486383136
50,2014-07-01,-335473.39349194354,137497.14405499242,200043.5463194449,-335473.39349194354,-335473.39349194354,504227.4479876109,504227.4479876109,504227.4479876109,987.2735779318867,987.2735779318867,987.2735779318867,10789.390752102086,10789.390752102086,10789.390752102086,-9802.1171741702,-9802.1171741702,-9802.1171741702,503240.174409679,503240.174409679,503240.174409679,0.0,0.0,0.0,168754.05449566734
51,2014-10-01,-334272.3454452816,210267.9299591354,272990.93976609275,-334272.3454452816,-334272.3454452816,575168.0820104236,575168.0820104236,575168.0820104236,10236.126193252314,10236.126193252314,10236.126193252314,20038.243367422514,20038.243367422514,20038.243367422514,-9802.1171741702,-9802.1171741702,-9802.1171741702,564931.9558171713,564931.9558171713,564931.9558171713,0.0,0.0,0.0,240895.73656514206
52,2015-01-01,-333071.3079338259,252789.89785071314,314461.744814841,-333071.3079338259,-333071.3079338259,618055.389350124,618055.389350124,618055.389350124,1722.3872081473428,1722.3872081473428,1722.3872081473428,11524.504382317544,11524.504382317544,11524.504382317544,-9802.1171741702,-9802.1171741702,-9802.1171741702,616333.0021419767,616333.0021419767,616333.0021419767,0.0,0.0,0.0,284984.08141629817
53,2015-04-01,-331896.3799334888,187693.95460997318,250451.7510389996,-331896.3799334888,-331896.3799334888,550224.0585949959,550224.0585949959,550224.0585949959,8437.726661001,8437.726661001,8437.726661001,18239.8438351712,18239.8438351712,18239.8438351712,-9802.1171741702,-9802.1171741702,-9802.1171741702,541786.3319339948,541786.3319339948,541786.3319339948,0.0,0.0,0.0,218327.6786615071
54,2015-07-01,-330708.3971775923,150143.16783780933,211442.99647405703,-330708.3971775923,-330708.3971775923,510456.3977843908,510456.3977843908,510456.3977843908,9296.043583992248,9296.043583992248,9296.043583992248,19098.16075816245,19098.16075816245,19098.16075816245,-9802.1171741702,-9802.1171741702,-9802.1171741702,501160.3542003985,501160.3542003985,501160.3542003985,0.0,0.0,0.0,179748.00060679845
55,2015-10-01,-329507.36691639276,216298.88369281337,278003.2505404978,-329507.36691639276,-329507.36691639276,577055.1636348953,577055.1636348953,577055.1636348953,15812.331696273211,15812.331696273211,15812.331696273211,25614.44887044341,25614.44887044341,25614.44887044341,-9802.1171741702,-9802.1171741702,-9802.1171741702,561242.8319386222,561242.8319386222,561242.8319386222,0.0,0.0,0.0,247547.7967185026
56,2016-01-01,-328306.33665519324,267251.4443460845,329151.53243824735,-328306.33665519324,-328306.33665519324,627117.0100126792,627117.0100126792,627117.0100126792,7281.304373515418,7281.304373515418,7281.304373515418,17083.42154768562,17083.42154768562,17083.42154768562,-9802.1171741702,-9802.1171741702,-9802.1171741702,619835.7056391637,619835.7056391637,619835.7056391637,0.0,0.0,0.0,298810.6733574859
57,2016-04-01,-327118.36115430016,205988.6281375446,266278.1624405717,-327118.36115430016,-327118.36115430016,563947.7729933606,563947.7729933606,563947.7729933606,14772.207408791903,14772.207408791903,14772.207408791903,24574.3245829621,24574.3245829621,24574.3245829621,-9802.1171741702,-9802.1171741702,-9802.1171741702,549175.5655845688,549175.5655845688,549175.5655845688,0.0,0.0,0.0,236829.41183906049
58,2016-07-01,-325930.3856534071,163797.16881274898,226575.84851009984,-325930.3856534071,-325930.3856534071,520075.1262363979,520075.1262363979,520075.1262363979,12878.451950110353,12878.451950110353,12878.451950110353,22680.56912428055,22680.56912428055,22680.56912428055,-9802.1171741702,-9802.1171741702,-9802.1171741702,507196.6742862875,507196.6742862875,507196.6742862875,0.0,0.0,0.0,194144.7405829908
59,2016-10-01,-324729.35547668,232884.09193528086,295292.7285633916,-324729.35547668,-324729.35547668,588078.143192911,588078.143192911,588078.143192911,22511.51378776982,22511.51378776982,22511.51378776982,32313.63096194002,32313.63096194002,32313.63096194002,-9802.1171741702,-9802.1171741702,-9802.1171741702,565566.6294051412,565566.6294051412,565566.6294051412,0.0,0.0,0.0,263348.7877162311
60,2017-01-01,-323528.3253229425,264476.4828504118,331856.6407934582,-323528.3253229425,-323528.3253229425,622283.9705387668,622283.9705387668,622283.9705387668,14490.562624299477,14490.562624299477,14490.562624299477,24292.679798469675,24292.679798469675,24292.679798469675,-9802.1171741702,-9802.1171741702,-9802.1171741702,607793.4079144673,607793.4079144673,607793.4079144673,0.0,0.0,0.0,298755.6452158243
61,2017-04-01,-322353.4045203732,211898.915072909,277903.4828050746,-322353.4045203732,-322353.4045203732,568011.9651914906,568011.9651914906,568011.9651914906,18483.00547148366,18483.00547148366,18483.00547148366,28285.122645653857,28285.122645653857,28285.122645653857,-9802.1171741702,-9802.1171741702,-9802.1171741702,549528.9597200069,549528.9597200069,549528.9597200069,0.0,0.0,0.0,245658.5606711174
62,2017-07-01,-321165.4291171397,168363.46924124175,229129.04686386802,-321165.4291171397,-321165.4291171397,521483.155574658,521483.155574658,521483.155574658,16232.060399157654,16232.060399157654,16232.060399157654,26034.177573327852,26034.177573327852,26034.177573327852,-9802.1171741702,-9802.1171741702,-9802.1171741702,505251.0951755003,505251.0951755003,505251.0951755003,0.0,0.0,0.0,200317.7264575183
63,2017-10-01,-319964.3990391454,243404.7572263829,304581.48351609753,-319964.3990391454,-319964.3990391454,592894.0101616621,592894.0101616621,592894.0101616621,26519.792253054493,26519.792253054493,26519.792253054493,36321.909427224695,36321.909427224695,36321.909427224695,-9802.1171741702,-9802.1171741702,-9802.1171741702,566374.2179086076,566374.2179086076,566374.2179086076,0.0,0.0,0.0,272929.61112251674
64,2018-01-01,-318763.3689611511,280376.0253005315,342894.54607369745,-318763.3689611511,-318763.3689611511,629970.0647073871,629970.0647073871,629970.0647073871,17650.052154395235,17650.052154395235,17650.052154395235,27452.169328565436,27452.169328565436,27452.169328565436,-9802.1171741702,-9802.1171741702,-9802.1171741702,612320.0125529919,612320.0125529919,612320.0125529919,0.0,0.0,0.0,311206.695746236
65,2018-04-01,-317588.4482326784,222692.8895932635,286310.28449445625,-317588.4482326784,-317588.4482326784,572645.8753471266,572645.8753471266,572645.8753471266,25580.118160232356,25580.118160232356,25580.118160232356,35382.235334402554,35382.235334402554,35382.235334402554,-9802.1171741702,-9802.1171741702,-9802.1171741702,547065.7571868942,547065.7571868942,547065.7571868942,0.0,0.0,0.0,255057.42711444822
66,2018-07-01,-316400.47282944486,178917.23380637518,240339.5367316307,-316400.47282944486,-316400.47282944486,525625.7413121029,525625.7413121029,525625.7413121029,22385.56690249713,22385.56690249713,22385.56690249713,32187.684076667327,32187.684076667327,32187.684076667327,-9802.1171741702,-9802.1171741702,-9802.1171741702,503240.1744096058,503240.1744096058,503240.1744096058,0.0,0.0,0.0,209225.26848265802
67,2018-10-01,-315199.4427514505,248809.077578244,307475.5493361419,-315199.4427514505,-315199.4427514505,594433.1385705686,594433.1385705686,594433.1385705686,29501.182753437035,29501.182753437035,29501.182753437035,39303.29992760724,39303.29992760724,39303.29992760724,-9802.1171741702,-9802.1171741702,-9802.1171741702,564931.9558171316,564931.9558171316,564931.9558171316,0.0,0.0,0.0,279233.6958191181
68,2019-01-01,-313998.41267345625,291615.4474686343,355471.210102618,-313998.41267345625,-313998.41267345625,636791.7583660276,636791.7583660276,636791.7583660276,20458.75622412162,20458.75622412162,20458.75622412162,30260.87339829182,30260.87339829182,30260.87339829182,-9802.1171741702,-9802.1171741702,-9802.1171741702,616333.002141906,616333.002141906,616333.002141906,0.0,0.0,0.0,322793.34569257137
69,2019-04-01,-312823.49194498354,219030.71170180468,283765.5103371073,-312823.49194498354,-312823.49194498354,565015.4555438992,565015.4555438992,565015.4555438992,23229.12360984853,23229.12360984853,23229.12360984853,33031.24078401873,33031.24078401873,33031.24078401873,-9802.1171741702,-9802.1171741702,-9802.1171741702,541786.3319340507,541786.3319340507,541786.3319340507,0.0,0.0,0.0,252191.96359891567
