,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,pib,pib_lower,pib_upper,tasa iva,tasa iva_lower,tasa iva_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
62,2017-07-01,404875.12707061786,167011.13051716986,193856.68386459182,404875.12707061786,404875.12707061786,0.04675918235120899,0.04675918235120899,0.04675918235120899,-0.5546509576309435,-0.5546509576309435,-0.5546509576309435,0.05487932427245062,0.05487932427245062,0.05487932427245062,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.6014101399821525,-0.6014101399821525,-0.6014101399821525,0.0,0.0,0.0,180310.75011994972
63,2017-10-01,406319.0854815142,184340.02104252635,210830.10216510936,406319.0854815142,406319.0854815142,0.06844543577126876,0.06844543577126876,0.06844543577126876,-0.5143775270912145,-0.5143775270912145,-0.5143775270912145,0.07656557769251039,0.07656557769251039,0.07656557769251039,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.5828229628624833,-0.5828229628624833,-0.5828229628624833,0.0,0.0,0.0,197317.67908156913
64,2018-01-01,407763.0438924105,156424.1945010326,183258.81621899776,407763.0438924105,407763.0438924105,0.049748269643563874,0.049748269643563874,0.049748269643563874,-0.5822006173571761,-0.5822006173571761,-0.5822006173571761,0.0578684115648055,0.0578684115648055,0.0578684115648055,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.6319488870007399,-0.6319488870007399,-0.6319488870007399,0.0,0.0,0.0,170363.14800280784
65,2018-04-01,409175.61190306995,174793.65209343287,200673.30497910114,409175.61190306995,409175.61190306995,0.06646462884525163,0.06646462884525163,0.06646462884525163,-0.542068744575993,-0.542068744575993,-0.542068744575993,0.07458477076649327,0.07458477076649327,0.07458477076649327,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.6085333734212446,-0.6085333734212446,-0.6085333734212446,0.0,0.0,0.0,187374.3016476591
66,2018-07-01,410603.8751138479,173014.62785602105,198323.89395386662,410603.8751138479,410603.8751138479,0.059730603394114394,0.059730603394114394,0.059730603394114394,-0.5481632746499628,-0.5481632746499628,-0.5481632746499628,0.06785074531535602,0.06785074531535602,0.06785074531535602,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.6078938780440772,-0.6078938780440772,-0.6078938780440772,0.0,0.0,0.0,185525.91034747666
67,2018-10-01,412047.83352474426,187927.0855990994,215668.79854830328,412047.83352474426,412047.83352474426,0.07473012425787273,0.07473012425787273,0.07473012425787273,-0.5099554681165864,-0.5099554681165864,-0.5099554681165864,0.08285026617911437,0.08285026617911437,0.08285026617911437,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.5846855923744592,-0.5846855923744592,-0.5846855923744592,0.0,0.0,0.0,201921.78769320803
68,2019-01-01,413491.7919356406,164224.30803764195,190409.5459672976,413491.7919356406,413491.7919356406,0.05566893992376442,0.05566893992376442,0.05566893992376442,-0.5711851537395898,-0.5711851537395898,-0.5711851537395898,0.06378908184500605,0.06378908184500605,0.06378908184500605,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.6268540936633542,-0.6268540936633542,-0.6268540936633542,0.0,0.0,0.0,177311.41918882326
69,2019-04-01,414904.3599463001,177010.57641936757,202159.06613811772,414904.3599463001,414904.3599463001,0.06150879753735349,0.06150879753735349,0.06150879753735349,-0.5407829964362055,-0.5407829964362055,-0.5407829964362055,0.06962893945859512,0.06962893945859512,0.06962893945859512,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.602291793973559,-0.602291793973559,-0.602291793973559,0.0,0.0,0.0,190531.13694009394
70,2019-07-01,416332.623157078,166929.74294923554,194243.46931397505,416332.623157078,416332.623157078,0.05897044476585223,0.05897044476585223,0.05897044476585223,-0.5658090851412093,-0.5658090851412093,-0.5658090851412093,0.06709058668709386,0.06709058668709386,0.06709058668709386,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.6247795299070615,-0.6247795299070615,-0.6247795299070615,0.0,0.0,0.0,180767.84253413184
71,2019-10-01,417776.5815679743,194915.16929067855,221346.78053028154,417776.5815679743,417776.5815679743,0.0711644956578409,0.0711644956578409,0.0711644956578409,-0.5019914802102013,-0.5019914802102013,-0.5019914802102013,0.07928463757908254,0.07928463757908254,0.07928463757908254,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.5731559758680422,-0.5731559758680422,-0.5731559758680422,0.0,0.0,0.0,208056.29698950896
72,2020-01-01,419220.53997887066,160832.0733373371,187173.50224740696,419220.53997887066,419220.53997887066,0.0496438166952241,0.0496438166952241,0.0496438166952241,-0.5828791342015992,-0.5828791342015992,-0.5828791342015992,0.05776395861646573,0.05776395861646573,0.05776395861646573,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.6325229508968233,-0.6325229508968233,-0.6325229508968233,0.0,0.0,0.0,174865.63459645963
73,2020-04-01,420648.8031896486,140603.88380545774,166037.7356187893,420648.8031896486,420648.8031896486,-0.027364142589611902,-0.027364142589611902,-0.027364142589611902,-0.6356253369644568,-0.6356253369644568,-0.6356253369644568,-0.019244000668370273,-0.019244000668370273,-0.019244000668370273,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.6082611943748448,-0.6082611943748448,-0.6082611943748448,0.0,0.0,0.0,153273.76591853274
74,2020-07-01,422077.06640042644,161354.51714968245,187019.91957993055,422077.06640042644,422077.06640042644,0.01773170739101631,0.01773170739101631,0.01773170739101631,-0.5875719422909677,-0.5875719422909677,-0.5875719422909677,0.025851849312257938,0.025851849312257938,0.025851849312257938,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.6053036496819839,-0.6053036496819839,-0.6053036496819839,0.0,0.0,0.0,174076.42469905416
75,2020-10-01,423521.0248113228,190435.66734260123,216492.21822638612,423521.0248113228,423521.0248113228,0.049447381933474165,0.049447381933474165,0.049447381933474165,-0.5181210188962548,-0.5181210188962548,-0.5181210188962548,0.057567523854715794,0.057567523854715794,0.057567523854715794,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.567568400829729,-0.567568400829729,-0.567568400829729,0.0,0.0,0.0,204085.8799120942
76,2021-01-01,424964.98322221916,150189.4073175671,176295.8585495546,424964.98322221916,424964.98322221916,0.032905870386461124,0.032905870386461124,0.032905870386461124,-0.6149354574596932,-0.6149354574596932,-0.6149354574596932,0.04102601230770275,0.04102601230770275,0.04102601230770275,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.6478413278461543,-0.6478413278461543,-0.6478413278461543,0.0,0.0,0.0,163638.94686011295
77,2021-04-01,426377.55123287864,171067.5992108373,197124.5295051164,426377.55123287864,426377.55123287864,0.043228893429014065,0.043228893429014065,0.043228893429014065,-0.567301070574162,-0.567301070574162,-0.567301070574162,0.051349035350255694,0.051349035350255694,0.051349035350255694,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.610529964003176,-0.610529964003176,-0.610529964003176,0.0,0.0,0.0,184493.109949677
78,2021-07-01,427805.8144436565,177031.1918972982,203281.98561580846,427805.8144373078,427805.8144524372,0.045306117354528705,0.045306117354528705,0.045306117354528705,-0.5561040226287793,-0.5561040226287793,-0.5561040226287793,0.053426259275770334,0.053426259275770334,0.053426259275770334,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.6014101399833081,-0.6014101399833081,-0.6014101399833081,0.0,0.0,0.0,189901.28012755795
79,2021-10-01,429249.7728545529,194441.4356217972,221988.0235848088,429249.77282569057,429249.7728855791,0.06795001541468564,0.06795001541468564,0.06795001541468564,-0.5148729474477648,-0.5148729474477648,-0.5148729474477648,0.07607015733592727,0.07607015733592727,0.07607015733592727,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.5828229628624504,-0.5828229628624504,-0.5828229628624504,0.0,0.0,0.0,208240.6771136457
80,2022-01-01,430693.73126544926,165546.921904743,192266.09441867608,430693.73119848233,430693.7313276688,0.04985479426362564,0.04985479426362564,0.04985479426362564,-0.5820940927371863,-0.5820940927371863,-0.5820940927371863,0.05797493618486727,0.05797493618486727,0.05797493618486727,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.6319488870008119,-0.6319488870008119,-0.6319488870008119,0.0,0.0,0.0,179989.45451689407
81,2022-04-01,432106.2992761087,181475.25099594492,207243.2268235132,432106.2991609421,432106.2993798816,0.05783200874625894,0.05783200874625894,0.05783200874625894,-0.5507013646753023,-0.5507013646753023,-0.5507013646753023,0.06595215066750057,0.06595215066750057,0.06595215066750057,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.6085333734215612,-0.6085333734215612,-0.6085333734215612,0.0,0.0,0.0,194144.77057996104
82,2022-07-01,433534.5624868866,181970.50733020823,207763.63850011388,433534.56231931807,433534.5626453294,0.057225155880653654,0.057225155880653654,0.057225155880653654,-0.550668722163817,-0.550668722163817,-0.550668722163817,0.06534529780189528,0.06534529780189528,0.06534529780189528,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.6078938780444707,-0.6078938780444707,-0.6078938780444707,0.0,0.0,0.0,194800.63894838328
83,2022-10-01,434978.520897783,201505.0552706932,227617.43327709017,434978.5206694174,434978.5211209503,0.07805245268913437,0.07805245268913437,0.07805245268913437,-0.506633139685251,-0.506633139685251,-0.506633139685251,0.086172594610376,0.086172594610376,0.086172594610376,-0.00812014192124163,-0.00812014192124163,-0.00812014192124163,-0.5846855923743854,-0.5846855923743854,-0.5846855923743854,0.0,0.0,0.0,214603.98715969262
